ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Valor_Total,Mes,Ano
1041,2026-09-05 22:20:00,SSD NVMe 2TB,Hardware,815.22,2,315,Florianópolis,SC,1630.44,9,2026
1042,2026-04-29 11:42:00,Webcam 4K,Acessórios,683.27,1,246,Rio de Janeiro,RJ,683.27,4,2026
1043,2026-08-28 22:45:00,Memória RAM 32GB DDR5,Hardware,938.52,4,487,Curitiba,PR,3754.08,8,2026
1044,2026-10-05 10:11:00,Placa de Vídeo RTX 4070,Hardware,4328.78,1,187,Porto Alegre,RS,4328.78,10,2026
1045,2026-10-22 03:02:00,Licença Suíte Office,Software,458.3,1,239,Belo Horizonte,MG,458.3,10,2026
1046,2026-04-18 22:35:00,Headset Wireless 7.1,Acessórios,770.59,2,230,Fortaleza,CE,1541.18,4,2026
1047,2026-02-20 06:03:00,Headset Wireless 7.1,Acessórios,762.82,2,385,Fortaleza,CE,1525.64,2,2026
1048,2026-08-19 19:31:00,Tablet Produtividade,Eletrônicos,3463.97,4,253,Porto Alegre,RS,13855.88,8,2026
1049,2026-01-23 13:30:00,"Monitor Ultrawide 34""",Eletrônicos,2867.5,1,258,São Paulo,SP,2867.5,1,2026
1050,2026-03-18 23:52:00,Headset Wireless 7.1,Acessórios,782.87,1,335,Curitiba,PR,782.87,3,2026
1051,2026-09-04 11:00:00,Mesa em L para Escritório,Móveis,917.53,4,209,São Paulo,SP,3670.12,9,2026
1052,2026-06-09 14:17:00,Mesa em L para Escritório,Móveis,973.48,1,173,São Paulo,SP,973.48,6,2026
1053,2026-02-18 03:35:00,Memória RAM 32GB DDR5,Hardware,878.61,2,336,Recife,PE,1757.22,2,2026
1054,2026-08-01 20:05:00,Webcam 4K,Acessórios,676.34,1,448,Florianópolis,SC,676.34,8,2026
1055,2026-09-17 06:48:00,Placa de Vídeo RTX 4070,Hardware,4561.87,1,329,Recife,PE,4561.87,9,2026
1056,2026-11-14 04:57:00,Assinatura Cloud 1TB (Anual),Software,192.65,1,432,São Paulo,SP,192.65,11,2026
1057,2026-06-14 20:41:00,Smartphone Topo de Linha,Eletrônicos,4998.32,1,479,Salvador,BA,4998.32,6,2026
1058,2026-05-23 10:21:00,Placa Mãe High-End,Hardware,1446.53,2,107,Fortaleza,CE,2893.06,5,2026
1059,2026-07-02 17:21:00,Smartphone Topo de Linha,Eletrônicos,5402.1,1,418,São Paulo,SP,5402.1,7,2026
1060,2026-04-10 06:20:00,Mousepad Gigante,Acessórios,125.42,1,468,Brasília,DF,125.42,4,2026
1061,2026-08-22 14:16:00,Headset Wireless 7.1,Acessórios,793.83,2,257,Rio de Janeiro,RJ,1587.66,8,2026
1062,2026-04-24 19:22:00,Teclado Mecânico Switch Brown,Acessórios,562.8,1,283,Brasília,DF,562.8,4,2026
1063,2026-09-17 00:34:00,Suporte Articulado Monitor,Móveis,359.14,1,278,Recife,PE,359.14,9,2026
1064,2026-04-29 07:48:00,Suporte Articulado Monitor,Móveis,346.52,1,228,Brasília,DF,346.52,4,2026
1065,2026-04-25 17:27:00,Headset Wireless 7.1,Acessórios,769.39,1,111,Belo Horizonte,MG,769.39,4,2026
1066,2026-06-26 00:54:00,Mousepad Gigante,Acessórios,117.37,1,150,São Paulo,SP,117.37,6,2026
1067,2026-05-04 12:53:00,"Monitor Ultrawide 34""",Eletrônicos,2767.38,2,453,Porto Alegre,RS,5534.76,5,2026
1068,2026-04-14 11:04:00,Headset Wireless 7.1,Acessórios,831.16,1,421,Brasília,DF,831.16,4,2026
1069,2026-05-13 22:15:00,Mouse Vertical Ergonômico,Acessórios,262.39,1,300,Rio de Janeiro,RJ,262.39,5,2026
1070,2026-05-21 11:57:00,Placa Mãe High-End,Hardware,1478.53,1,407,Belo Horizonte,MG,1478.53,5,2026
1071,2026-11-14 17:43:00,Teclado Mecânico Switch Brown,Acessórios,558.96,2,179,Rio de Janeiro,RJ,1117.92,11,2026
1072,2026-05-30 00:37:00,Teclado Mecânico Switch Brown,Acessórios,524.22,1,294,São Paulo,SP,524.22,5,2026
1073,2026-10-31 08:25:00,Webcam 4K,Acessórios,732.72,1,305,Fortaleza,CE,732.72,10,2026
1074,2026-01-02 04:46:00,Cadeira Gamer Ergonômica,Móveis,1535.6,1,120,Recife,PE,1535.6,1,2026
1075,2026-08-04 17:33:00,"Monitor Ultrawide 34""",Eletrônicos,2706.91,1,443,Porto Alegre,RS,2706.91,8,2026
1076,2026-03-29 15:29:00,Mouse Vertical Ergonômico,Acessórios,257.32,2,159,Salvador,BA,514.64,3,2026
1077,2026-07-29 12:24:00,Processador i9,Hardware,3322.06,1,459,São Paulo,SP,3322.06,7,2026
1078,2026-06-04 03:19:00,Mesa em L para Escritório,Móveis,943.31,1,258,Salvador,BA,943.31,6,2026
1079,2026-07-04 04:49:00,Tablet Produtividade,Eletrônicos,3362.29,1,402,São Paulo,SP,3362.29,7,2026
1080,2026-05-05 21:05:00,Processador i9,Hardware,3117.39,1,315,Porto Alegre,RS,3117.39,5,2026
1081,2026-07-12 01:33:00,Cadeira Gamer Ergonômica,Móveis,1601.15,1,191,Fortaleza,CE,1601.15,7,2026
1082,2026-10-21 13:31:00,Mousepad Gigante,Acessórios,121.9,1,353,Belo Horizonte,MG,121.9,10,2026
1083,2026-07-29 07:16:00,Smartphone Topo de Linha,Eletrônicos,5380.13,2,494,Belo Horizonte,MG,10760.26,7,2026
1084,2026-07-17 05:04:00,Cadeira Gamer Ergonômica,Móveis,1621.2,1,227,Porto Alegre,RS,1621.2,7,2026
1085,2026-01-25 14:18:00,Cadeira Gamer Ergonômica,Móveis,1677.3,2,372,Porto Alegre,RS,3354.6,1,2026
1086,2026-06-12 07:25:00,Mesa em L para Escritório,Móveis,906.35,2,165,Belo Horizonte,MG,1812.7,6,2026
1087,2026-02-01 14:47:00,Memória RAM 32GB DDR5,Hardware,928.57,1,356,Brasília,DF,928.57,2,2026
1088,2026-08-13 10:07:00,Suporte Articulado Monitor,Móveis,347.98,2,301,Belo Horizonte,MG,695.96,8,2026
1089,2026-05-09 08:23:00,Laptop Gamer,Eletrônicos,7259.12,1,439,Recife,PE,7259.12,5,2026
1090,2026-11-08 15:28:00,Mesa em L para Escritório,Móveis,916.91,1,247,Salvador,BA,916.91,11,2026
1091,2026-08-21 15:41:00,Assinatura Cloud 1TB (Anual),Software,202.4,1,130,Salvador,BA,202.4,8,2026
1092,2026-08-15 00:51:00,Mousepad Gigante,Acessórios,116.53,1,495,Brasília,DF,116.53,8,2026
1093,2026-10-10 09:30:00,Licença Suíte Office,Software,471.27,4,219,Curitiba,PR,1885.08,10,2026
1094,2026-05-14 17:07:00,Mouse Vertical Ergonômico,Acessórios,256.58,1,337,Porto Alegre,RS,256.58,5,2026
1095,2026-11-20 20:47:00,Assinatura Cloud 1TB (Anual),Software,200.84,1,122,Florianópolis,SC,200.84,11,2026
1096,2026-11-10 07:05:00,Smartphone Topo de Linha,Eletrônicos,5149.84,1,352,Florianópolis,SC,5149.84,11,2026
1097,2026-11-03 06:28:00,Laptop Gamer,Eletrônicos,7191.43,2,309,Salvador,BA,14382.86,11,2026
1098,2026-01-17 11:18:00,Mouse Vertical Ergonômico,Acessórios,246.2,1,295,Rio de Janeiro,RJ,246.2,1,2026
1099,2026-03-27 03:50:00,Mouse Vertical Ergonômico,Acessórios,251.36,2,484,São Paulo,SP,502.72,3,2026
1100,2026-08-16 09:58:00,Suporte Articulado Monitor,Móveis,340.38,1,114,Porto Alegre,RS,340.38,8,2026
1101,2026-07-25 21:53:00,Licença Suíte Office,Software,457.39,1,358,São Paulo,SP,457.39,7,2026
1102,2026-02-10 19:52:00,Cadeira Gamer Ergonômica,Móveis,1607.4,2,277,Curitiba,PR,3214.8,2,2026
1103,2026-01-20 15:33:00,Laptop Gamer,Eletrônicos,7513.66,1,231,Curitiba,PR,7513.66,1,2026
1104,2026-04-09 01:15:00,Licença Suíte Office,Software,441.97,5,334,Porto Alegre,RS,2209.8500000000004,4,2026
1105,2026-01-17 03:38:00,Teclado Mecânico Switch Brown,Acessórios,523.46,1,239,Brasília,DF,523.46,1,2026
1106,2026-04-25 16:07:00,Webcam 4K,Acessórios,685.8,1,286,Curitiba,PR,685.8,4,2026
1107,2026-12-07 18:37:00,Mouse Vertical Ergonômico,Acessórios,242.19,4,352,Recife,PE,968.76,12,2026
1108,2026-08-22 09:38:00,Teclado Mecânico Switch Brown,Acessórios,570.78,1,396,Belo Horizonte,MG,570.78,8,2026
1109,2026-01-28 16:55:00,Licença Suíte Office,Software,433.45,3,246,Salvador,BA,1300.35,1,2026
1110,2026-08-25 18:29:00,Webcam 4K,Acessórios,668.4,1,491,Brasília,DF,668.4,8,2026
1111,2026-04-24 01:06:00,Mesa em L para Escritório,Móveis,955.03,2,272,Florianópolis,SC,1910.06,4,2026
1112,2026-07-21 01:49:00,Mousepad Gigante,Acessórios,118.41,1,318,Curitiba,PR,118.41,7,2026
1113,2026-07-05 14:20:00,Suporte Articulado Monitor,Móveis,354.26,1,430,Rio de Janeiro,RJ,354.26,7,2026
1114,2026-04-10 21:55:00,Smartphone Topo de Linha,Eletrônicos,5053.82,2,262,Belo Horizonte,MG,10107.64,4,2026
1115,2026-06-27 10:28:00,"Monitor Ultrawide 34""",Eletrônicos,2844.87,1,387,Florianópolis,SC,2844.87,6,2026
1116,2026-10-29 15:41:00,Placa Mãe High-End,Hardware,1473.18,2,400,Fortaleza,CE,2946.36,10,2026
1117,2026-08-23 15:59:00,Suporte Articulado Monitor,Móveis,344.99,2,405,Recife,PE,689.98,8,2026
1118,2026-10-25 13:56:00,Headset Wireless 7.1,Acessórios,767.7,1,221,Recife,PE,767.7,10,2026
1119,2026-01-05 08:01:00,Assinatura Cloud 1TB (Anual),Software,193.88,1,312,Florianópolis,SC,193.88,1,2026
1120,2026-12-16 01:26:00,Headset Wireless 7.1,Acessórios,836.28,4,271,Rio de Janeiro,RJ,3345.12,12,2026
1121,2026-04-11 18:36:00,Tablet Produtividade,Eletrônicos,3670.22,1,252,Florianópolis,SC,3670.22,4,2026
1122,2026-03-19 10:37:00,Licença Suíte Office,Software,465.52,2,230,Curitiba,PR,931.04,3,2026
1123,2026-07-30 11:39:00,Memória RAM 32GB DDR5,Hardware,861.27,1,387,Porto Alegre,RS,861.27,7,2026
1124,2026-09-19 12:06:00,Mouse Vertical Ergonômico,Acessórios,244.66,1,202,Fortaleza,CE,244.66,9,2026
1125,2026-11-13 10:29:00,Mouse Vertical Ergonômico,Acessórios,255.24,2,156,Belo Horizonte,MG,510.48,11,2026
1126,2026-03-08 13:55:00,"Monitor Ultrawide 34""",Eletrônicos,2753.51,1,412,Recife,PE,2753.51,3,2026
1127,2026-04-25 06:49:00,Webcam 4K,Acessórios,698.32,1,306,Salvador,BA,698.32,4,2026
1128,2026-10-07 04:15:00,"Monitor Ultrawide 34""",Eletrônicos,2834.63,1,318,Florianópolis,SC,2834.63,10,2026
1129,2026-02-28 22:42:00,Mousepad Gigante,Acessórios,119.99,1,400,Brasília,DF,119.99,2,2026
1130,2026-06-09 23:21:00,Laptop Gamer,Eletrônicos,7249.51,1,493,Curitiba,PR,7249.51,6,2026
1131,2026-07-27 00:53:00,Mousepad Gigante,Acessórios,118.49,1,123,Porto Alegre,RS,118.49,7,2026
1132,2026-06-06 03:40:00,SSD NVMe 2TB,Hardware,878.67,1,160,Belo Horizonte,MG,878.67,6,2026
1133,2026-07-12 20:53:00,Placa de Vídeo RTX 4070,Hardware,4618.19,1,373,Salvador,BA,4618.19,7,2026
1134,2026-07-20 03:17:00,Headset Wireless 7.1,Acessórios,793.58,2,170,Curitiba,PR,1587.16,7,2026
1135,2026-07-07 17:24:00,Cadeira Gamer Ergonômica,Móveis,1646.73,1,440,Brasília,DF,1646.73,7,2026
1136,2026-06-07 21:50:00,Headset Wireless 7.1,Acessórios,766.56,1,278,Curitiba,PR,766.56,6,2026
1137,2026-11-05 23:38:00,Processador i9,Hardware,3138.94,1,117,Belo Horizonte,MG,3138.94,11,2026
1138,2026-03-09 02:09:00,Cadeira Gamer Ergonômica,Móveis,1569.58,2,155,Porto Alegre,RS,3139.16,3,2026
1139,2026-12-02 14:22:00,Tablet Produtividade,Eletrônicos,3498.29,1,464,Fortaleza,CE,3498.29,12,2026
1140,2026-11-24 00:40:00,Mouse Vertical Ergonômico,Acessórios,258.83,1,475,Porto Alegre,RS,258.83,11,2026
1141,2026-09-11 20:57:00,Processador i9,Hardware,3297.95,1,307,Curitiba,PR,3297.95,9,2026
1142,2026-06-18 03:25:00,SSD NVMe 2TB,Hardware,826.5,2,205,Brasília,DF,1653.0,6,2026
1143,2026-04-10 12:30:00,Licença Suíte Office,Software,461.86,3,393,Salvador,BA,1385.58,4,2026
1144,2026-02-05 05:33:00,Headset Wireless 7.1,Acessórios,822.22,1,453,Fortaleza,CE,822.22,2,2026
1145,2026-06-02 11:16:00,Processador i9,Hardware,3175.17,2,349,Florianópolis,SC,6350.34,6,2026
1146,2026-05-28 18:29:00,Mousepad Gigante,Acessórios,123.05,1,318,Florianópolis,SC,123.05,5,2026
1147,2026-06-28 10:30:00,Licença Suíte Office,Software,431.16,1,117,Florianópolis,SC,431.16,6,2026
1148,2026-02-12 08:01:00,"Monitor Ultrawide 34""",Eletrônicos,2761.7,1,114,Fortaleza,CE,2761.7,2,2026
1149,2026-07-14 05:11:00,Placa de Vídeo RTX 4070,Hardware,4480.73,1,138,São Paulo,SP,4480.73,7,2026
1150,2026-04-02 21:49:00,Placa Mãe High-End,Hardware,1549.23,1,173,Curitiba,PR,1549.23,4,2026
1151,2026-04-06 21:12:00,Placa Mãe High-End,Hardware,1528.81,4,183,Porto Alegre,RS,6115.24,4,2026
1152,2026-09-17 14:01:00,Suporte Articulado Monitor,Móveis,357.04,1,183,São Paulo,SP,357.04,9,2026
1153,2026-09-18 00:12:00,Memória RAM 32GB DDR5,Hardware,897.02,1,461,Porto Alegre,RS,897.02,9,2026
1154,2026-09-08 14:53:00,Mousepad Gigante,Acessórios,122.46,3,411,Belo Horizonte,MG,367.38,9,2026
1155,2026-12-05 14:54:00,SSD NVMe 2TB,Hardware,853.83,1,272,Salvador,BA,853.83,12,2026
1156,2026-11-10 02:22:00,Headset Wireless 7.1,Acessórios,802.46,1,247,Florianópolis,SC,802.46,11,2026
1157,2026-06-26 00:35:00,Headset Wireless 7.1,Acessórios,764.5,1,262,Belo Horizonte,MG,764.5,6,2026
1158,2026-10-07 23:32:00,Suporte Articulado Monitor,Móveis,359.46,1,206,Fortaleza,CE,359.46,10,2026
1159,2026-11-10 12:48:00,Mousepad Gigante,Acessórios,124.25,2,343,Florianópolis,SC,248.5,11,2026
1160,2026-01-31 12:18:00,Smartphone Topo de Linha,Eletrônicos,5124.1,1,217,Brasília,DF,5124.1,1,2026
1161,2026-01-21 21:33:00,SSD NVMe 2TB,Hardware,833.72,1,483,São Paulo,SP,833.72,1,2026
1162,2026-07-13 23:02:00,Licença Suíte Office,Software,447.77,1,162,Recife,PE,447.77,7,2026
1163,2026-05-01 10:49:00,Processador i9,Hardware,3125.28,1,205,São Paulo,SP,3125.28,5,2026
1164,2026-04-17 18:51:00,"Monitor Ultrawide 34""",Eletrônicos,2885.91,1,496,Brasília,DF,2885.91,4,2026
1165,2026-05-26 01:12:00,"Monitor Ultrawide 34""",Eletrônicos,2765.85,1,404,Rio de Janeiro,RJ,2765.85,5,2026
1166,2026-06-30 22:20:00,Headset Wireless 7.1,Acessórios,798.58,1,466,Brasília,DF,798.58,6,2026
1167,2026-01-19 02:23:00,SSD NVMe 2TB,Hardware,812.47,1,345,Recife,PE,812.47,1,2026
1168,2026-09-27 19:58:00,SSD NVMe 2TB,Hardware,820.47,2,304,São Paulo,SP,1640.94,9,2026
1169,2026-12-23 15:41:00,Mesa em L para Escritório,Móveis,960.74,2,250,Belo Horizonte,MG,1921.48,12,2026
1170,2026-03-02 21:22:00,Placa de Vídeo RTX 4070,Hardware,4411.38,1,192,Porto Alegre,RS,4411.38,3,2026
1171,2026-08-22 11:40:00,Processador i9,Hardware,3357.12,1,462,Fortaleza,CE,3357.12,8,2026
1172,2026-10-10 05:44:00,Mousepad Gigante,Acessórios,123.14,5,404,São Paulo,SP,615.7,10,2026
1173,2026-02-19 18:40:00,SSD NVMe 2TB,Hardware,882.24,1,388,Belo Horizonte,MG,882.24,2,2026
1174,2026-04-12 06:06:00,"Monitor Ultrawide 34""",Eletrônicos,2713.13,1,117,Recife,PE,2713.13,4,2026
1175,2026-03-27 02:39:00,Laptop Gamer,Eletrônicos,7329.32,2,469,São Paulo,SP,14658.64,3,2026
1176,2026-03-20 18:32:00,Tablet Produtividade,Eletrônicos,3438.42,2,202,Fortaleza,CE,6876.84,3,2026
1177,2026-06-05 03:58:00,Cadeira Gamer Ergonômica,Móveis,1589.71,2,247,Rio de Janeiro,RJ,3179.42,6,2026
1178,2026-03-03 20:05:00,Memória RAM 32GB DDR5,Hardware,933.05,1,279,São Paulo,SP,933.05,3,2026
1179,2026-06-06 05:19:00,Smartphone Topo de Linha,Eletrônicos,5405.74,2,360,Brasília,DF,10811.48,6,2026
1180,2026-08-13 01:53:00,Headset Wireless 7.1,Acessórios,789.99,1,485,Belo Horizonte,MG,789.99,8,2026
1181,2026-07-06 04:11:00,Tablet Produtividade,Eletrônicos,3342.8,2,351,Curitiba,PR,6685.6,7,2026
1182,2026-10-05 08:10:00,Tablet Produtividade,Eletrônicos,3472.8,1,360,Recife,PE,3472.8,10,2026
1183,2026-04-17 09:29:00,Headset Wireless 7.1,Acessórios,786.96,1,305,Recife,PE,786.96,4,2026
1184,2026-04-12 14:27:00,Processador i9,Hardware,3175.04,2,313,Belo Horizonte,MG,6350.08,4,2026
1185,2026-03-12 11:29:00,Licença Suíte Office,Software,467.48,4,305,Fortaleza,CE,1869.92,3,2026
1186,2026-12-02 08:44:00,Placa Mãe High-End,Hardware,1427.47,1,481,Brasília,DF,1427.47,12,2026
1187,2026-09-17 05:07:00,Placa de Vídeo RTX 4070,Hardware,4335.24,1,246,São Paulo,SP,4335.24,9,2026
1188,2026-03-15 04:35:00,Mesa em L para Escritório,Móveis,968.55,1,406,São Paulo,SP,968.55,3,2026
1189,2026-01-03 11:19:00,Teclado Mecânico Switch Brown,Acessórios,535.05,1,128,Curitiba,PR,535.05,1,2026
1190,2026-05-05 21:27:00,Headset Wireless 7.1,Acessórios,774.94,1,202,Salvador,BA,774.94,5,2026
1191,2026-12-11 01:18:00,SSD NVMe 2TB,Hardware,852.08,1,117,Curitiba,PR,852.08,12,2026
1192,2026-02-26 12:38:00,Placa Mãe High-End,Hardware,1541.41,1,232,São Paulo,SP,1541.41,2,2026
1193,2026-05-05 05:48:00,Assinatura Cloud 1TB (Anual),Software,190.69,1,238,Porto Alegre,RS,190.69,5,2026
1194,2026-12-17 23:37:00,SSD NVMe 2TB,Hardware,823.09,1,324,Curitiba,PR,823.09,12,2026
1195,2026-05-24 10:03:00,Cadeira Gamer Ergonômica,Móveis,1564.19,2,215,Belo Horizonte,MG,3128.38,5,2026
1196,2026-05-06 00:24:00,Smartphone Topo de Linha,Eletrônicos,5084.92,3,462,Fortaleza,CE,15254.76,5,2026
1197,2026-11-08 22:07:00,Placa de Vídeo RTX 4070,Hardware,4293.2,2,130,Florianópolis,SC,8586.4,11,2026
1198,2026-03-14 02:24:00,Licença Suíte Office,Software,450.91,1,175,Belo Horizonte,MG,450.91,3,2026
1199,2026-07-17 12:28:00,Headset Wireless 7.1,Acessórios,835.32,1,172,Porto Alegre,RS,835.32,7,2026
1200,2026-01-22 19:16:00,Assinatura Cloud 1TB (Anual),Software,197.16,1,110,Fortaleza,CE,197.16,1,2026
1201,2026-07-03 14:46:00,Suporte Articulado Monitor,Móveis,363.59,2,447,Porto Alegre,RS,727.18,7,2026
1202,2026-04-30 23:30:00,Placa Mãe High-End,Hardware,1449.46,5,152,Brasília,DF,7247.3,4,2026
1203,2026-05-28 19:42:00,Processador i9,Hardware,3333.62,1,271,Brasília,DF,3333.62,5,2026
1204,2026-11-27 04:59:00,Cadeira Gamer Ergonômica,Móveis,1580.34,1,137,Brasília,DF,1580.34,11,2026
1205,2026-08-17 19:40:00,Tablet Produtividade,Eletrônicos,3494.06,1,321,Curitiba,PR,3494.06,8,2026
1206,2026-10-14 05:59:00,Mousepad Gigante,Acessórios,120.93,1,467,Florianópolis,SC,120.93,10,2026
1207,2026-10-02 22:29:00,Webcam 4K,Acessórios,714.1,4,153,Fortaleza,CE,2856.4,10,2026
1208,2026-04-30 18:31:00,Mesa em L para Escritório,Móveis,978.42,1,118,Brasília,DF,978.42,4,2026
1209,2026-06-26 18:50:00,Headset Wireless 7.1,Acessórios,835.0,1,228,São Paulo,SP,835.0,6,2026
1210,2026-07-12 10:40:00,Memória RAM 32GB DDR5,Hardware,869.46,1,406,São Paulo,SP,869.46,7,2026
1211,2026-09-26 00:27:00,"Monitor Ultrawide 34""",Eletrônicos,2766.11,1,261,Recife,PE,2766.11,9,2026
1212,2026-07-24 14:01:00,Cadeira Gamer Ergonômica,Móveis,1522.18,2,355,Porto Alegre,RS,3044.36,7,2026
1213,2026-03-09 11:08:00,Cadeira Gamer Ergonômica,Móveis,1530.13,1,486,Florianópolis,SC,1530.13,3,2026
1214,2026-06-23 20:47:00,Licença Suíte Office,Software,428.37,1,276,Recife,PE,428.37,6,2026
1215,2026-11-04 15:01:00,Suporte Articulado Monitor,Móveis,363.79,1,159,Porto Alegre,RS,363.79,11,2026
1216,2026-09-28 09:02:00,Placa de Vídeo RTX 4070,Hardware,4341.9,1,348,São Paulo,SP,4341.9,9,2026
1217,2026-11-24 21:21:00,Headset Wireless 7.1,Acessórios,816.04,1,260,Rio de Janeiro,RJ,816.04,11,2026
1218,2026-09-11 09:22:00,Mesa em L para Escritório,Móveis,951.33,1,246,Florianópolis,SC,951.33,9,2026
1219,2026-11-21 19:45:00,Mesa em L para Escritório,Móveis,971.85,1,114,Porto Alegre,RS,971.85,11,2026
1220,2026-10-08 16:17:00,Teclado Mecânico Switch Brown,Acessórios,563.86,1,285,Florianópolis,SC,563.86,10,2026
1221,2026-10-04 23:06:00,Assinatura Cloud 1TB (Anual),Software,207.97,1,334,Florianópolis,SC,207.97,10,2026
1222,2026-10-02 05:23:00,Licença Suíte Office,Software,469.1,1,371,Porto Alegre,RS,469.1,10,2026
1223,2026-05-30 11:51:00,Tablet Produtividade,Eletrônicos,3607.51,1,234,Rio de Janeiro,RJ,3607.51,5,2026
